batch,model,widthLoIn,widthHiIn,styleCount,styles
range1,,152,156,8,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,156,157,8,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,157,161,8,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,161,162,8,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,162,164,8,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,164,166,7,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,166,168,7,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,168,169,6,T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,169,173,6,T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,173,174,6,T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,174,176,6,T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,176,181,6,T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,181,182,5,T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,182,184,0,
range2,,184,185,4,T2.5x18EverySection | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,185,186,4,T2.5x18EverySection | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,186,187,4,T2.5x18EverySection | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,187,188,4,T2.5x18EverySection | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,188,190,4,T2.5x18EverySection | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,190,191,4,T2.5x18EverySection | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,191,193,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,193,194,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,194,197,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,197,198,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,198,200,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,200,202,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,202,204,2,T3.625x18EverySection | T4.0x16EverySection
range2,,204,205,2,T3.625x18EverySection | T4.0x16EverySection
range2,,205,209,2,T3.625x18EverySection | T4.0x16EverySection
range2,,209,210,2,T3.625x18EverySection | T4.0x16EverySection
range2,,210,211,2,T3.625x18EverySection | T4.0x16EverySection
range2,,211,212,1,T4.0x16EverySection
range2,,212,213,1,T4.0x16EverySection
range2,,213,214,1,T4.0x16EverySection
range2,,214,216,1,T4.0x16EverySection
range2,,216,217,1,T4.0x16EverySection
range2,,217,218,1,T4.0x16EverySection
range2,,218,220,0,
range3,,220,221,1,T4.0x16EverySection
range3,,221,222,1,T4.0x16EverySection
range3,,222,223,1,T4.0x16EverySection
range3,,223,224,1,T4.0x16EverySection
range3,,224,227,1,T4.0x16EverySection
range3,,227,228,1,T4.0x16EverySection
range3,,228,229,1,T4.0x16EverySection
range3,,229,230,1,T4.0x16EverySection
range3,,230,232,1,T4.0x16EverySection
range3,,232,233,1,T4.0x16EverySection
range3,,233,234,1,T4.0x16EverySection
range3,,234,235,1,T4.0x16EverySection
range3,,235,236,1,T4.0x16EverySection
range3,,236,237,1,T4.0x16EverySection
range3,,237,238,1,T4.0x16EverySection
range3,,238,239,1,T4.0x16EverySection
range3,,239,240,1,T4.0x16EverySection
range3,,240,241,1,T4.0x16EverySection
range3,,241,244,1,EXCEEDS_CAPACITY
range3,,244,245,1,EXCEEDS_CAPACITY
range3,,245,246,1,EXCEEDS_CAPACITY
range3,,246,248,1,EXCEEDS_CAPACITY
range3,,248,250,1,EXCEEDS_CAPACITY
range3,,250,252,0,
range4,,252,253,1,EXCEEDS_CAPACITY
range4,,253,254,1,EXCEEDS_CAPACITY
range4,,254,255,1,EXCEEDS_CAPACITY
range4,,255,256,1,EXCEEDS_CAPACITY
range4,,256,257,1,EXCEEDS_CAPACITY
range4,,257,258,1,EXCEEDS_CAPACITY
range4,,258,259,1,EXCEEDS_CAPACITY
range4,,259,261,1,EXCEEDS_CAPACITY
range4,,261,262,1,EXCEEDS_CAPACITY
range4,,262,263,1,EXCEEDS_CAPACITY
range4,,263,264,1,EXCEEDS_CAPACITY
range4,,264,265,1,EXCEEDS_CAPACITY
range4,,265,266,1,EXCEEDS_CAPACITY
range4,,266,268,1,EXCEEDS_CAPACITY
range4,,268,269,1,EXCEEDS_CAPACITY
range4,,269,270,1,EXCEEDS_CAPACITY
range4,,270,271,1,EXCEEDS_CAPACITY
range4,,271,272,1,EXCEEDS_CAPACITY
range4,,272,275,1,EXCEEDS_CAPACITY
range4,,275,276,1,EXCEEDS_CAPACITY
range4,,276,277,1,EXCEEDS_CAPACITY
range4,,277,278,1,EXCEEDS_CAPACITY
range4,,278,280,1,EXCEEDS_CAPACITY
range4,,280,281,0,
range5,,281,282,1,EXCEEDS_CAPACITY
range5,,282,283,1,EXCEEDS_CAPACITY
range5,,283,286,1,EXCEEDS_CAPACITY
range5,,286,287,1,EXCEEDS_CAPACITY
range5,,288,289,1,EXCEEDS_CAPACITY
range5,,287,288,1,EXCEEDS_CAPACITY
range5,,289,290,1,EXCEEDS_CAPACITY
range5,,290,294,1,EXCEEDS_CAPACITY
range5,,294,295,1,EXCEEDS_CAPACITY
range5,,295,296,1,EXCEEDS_CAPACITY
range5,,296,299,0,
range5,,299,300,0,
range5,,300,301,1,EXCEEDS_CAPACITY
range5,,301,302,1,EXCEEDS_CAPACITY
range5,,302,304,1,EXCEEDS_CAPACITY
range5,,304,305,1,EXCEEDS_CAPACITY
range5,,305,306,1,EXCEEDS_CAPACITY
range5,,306,307,1,EXCEEDS_CAPACITY
range5,,307,308,1,EXCEEDS_CAPACITY
range5,,308,310,1,EXCEEDS_CAPACITY
range5,,310,312,1,EXCEEDS_CAPACITY
range5,,312,313,1,EXCEEDS_CAPACITY
range5,,313,314,1,EXCEEDS_CAPACITY
range5,,314,316,0,
range6,,316,322,0,
range6,,322,323,0,
range6,,323,324,0,
range6,,324,325,1,EXCEEDS_CAPACITY
range6,,325,329,1,EXCEEDS_CAPACITY
range6,,329,330,1,EXCEEDS_CAPACITY
range6,,330,331,0,
range6,,331,332,0,
range6,,332,333,1,EXCEEDS_CAPACITY
range6,,333,334,0,
range6,,334,335,0,
range6,,335,338,0,
range6,,338,340,1,EXCEEDS_CAPACITY
range6,,340,341,1,EXCEEDS_CAPACITY
range6,,341,342,1,EXCEEDS_CAPACITY
range6,,342,346,1,EXCEEDS_CAPACITY
range6,,346,347,1,EXCEEDS_CAPACITY
range6,,347,348,0,
range6,,348,349,0,
range6,,349,350,0,
range6,,350,351,1,EXCEEDS_CAPACITY
range6,,351,352,0,
range6,,352,355,0,
range6,,355,360,0,
range7,,360,361,1,EXCEEDS_CAPACITY
range7,,361,362,1,EXCEEDS_CAPACITY
range7,,362,363,1,EXCEEDS_CAPACITY
range7,,363,364,1,EXCEEDS_CAPACITY
range7,,364,368,1,EXCEEDS_CAPACITY
range7,,368,369,1,EXCEEDS_CAPACITY
range7,,369,370,1,EXCEEDS_CAPACITY
range7,,370,374,1,EXCEEDS_CAPACITY
range7,,374,376,1,EXCEEDS_CAPACITY
range7,,376,386,1,EXCEEDS_CAPACITY
range7,,386,390,1,EXCEEDS_CAPACITY
range7,,390,400,1,EXCEEDS_CAPACITY
range7,,400,403,1,EXCEEDS_CAPACITY
range7,,403,405,1,EXCEEDS_CAPACITY
range7,,405,408,1,EXCEEDS_CAPACITY
range7,,408,409,1,EXCEEDS_CAPACITY
range7,,409,410,1,EXCEEDS_CAPACITY
range7,,410,422,1,EXCEEDS_CAPACITY
range7,,422,432,1,EXCEEDS_CAPACITY
range7,,432,462,1,EXCEEDS_CAPACITY
range7,,462,479,1,EXCEEDS_CAPACITY
range7,,479,482,11,None | T2.5x18Top | T2.5x18TopBtmLTE5SEC | T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
